"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","308","loginWithDeepLink","TestNG","Wed Feb 18 19:34:38 UTC 2026","passed","Wed Feb 18 19:34:38 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","loginWithDeepLink"
"","1364","renamePlaylistFlow","TestNG","Wed Feb 18 19:34:57 UTC 2026","passed","Wed Feb 18 19:34:58 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","renamePlaylistFlow"
"","2989","INTERNSHIP-108264 Koel app | Info panel (Lyrics, Artist, Album)","TestNG","Wed Feb 18 19:34:30 UTC 2026","passed","Wed Feb 18 19:34:33 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","verifyInfoPanelAndNavigation"
"","530","Log student out’ button should be present on the homepage, next to ‘Profile’ button","TestNG","Wed Feb 18 19:34:51 UTC 2026","passed","Wed Feb 18 19:34:51 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","logoutUIVerificationTest"
"","10516","User should be able to log out after successful login, User should be navigated to the Login page after logging out","TestNG","Wed Feb 18 19:34:39 UTC 2026","passed","Wed Feb 18 19:34:50 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","logoutAfterUpdateTest"
"","1428","User should be able to log out after updating email and password","TestNG","Wed Feb 18 19:34:52 UTC 2026","passed","Wed Feb 18 19:34:54 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","updateProfile"
"","509","INTERNSHIP-108252 Koel app | Log in","TestNG","Wed Feb 18 19:34:34 UTC 2026","passed","Wed Feb 18 19:34:35 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","loginwithcorrectPasswordTest"
"","306","loginValidationMessages","TestNG","Wed Feb 18 19:34:37 UTC 2026","passed","Wed Feb 18 19:34:37 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","loginValidationMessages"
"","328","loginValidationMessages","TestNG","Wed Feb 18 19:34:36 UTC 2026","passed","Wed Feb 18 19:34:36 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","loginValidationMessages"
"","1527","Database-Driven Testing Dinámico","TestNG","Wed Feb 18 19:34:54 UTC 2026","passed","Wed Feb 18 19:34:56 UTC 2026","LoginTests","Internship Sprint 9","LoginTests","verifyArtistNameFromDatabase"
